0.0008823871612548828,6,-7,-5,-10,-178,1
0.0019757747650146484,113,111,253,58,1,0,-18,-21,-174,5,-1.44,0.62
0.0033082962036132812,124,113,252,70,0,0,-4,-18,-175,-28.18,25.57,129.46,-17.94,16.24,27.71,-0.23,-0.97,0.56
0.005402803421020508,117,119,252,76,14,-9,-13,-10,-175,-27.82,24.37,131.45,-60.79,24.48,-6.96,-0.24,-0.64,0.80
0.03680109977722168,107,100,245,89,6,-21,-27,-35,-185,-26.85,24.06,134.70,-83.07,35.46,-19.04,-0.41,-0.40,0.83
0.06962919235229492,124,85,248,93,-1,-22,-3,-55,-181,-25.06,24.44,138.32,-67.81,50.54,-27.10,-0.68,-0.20,0.85
0.10646915435791016,112,90,232,106,11,-3,-20,-49,-203,-23.26,24.80,141.07,-33.75,38.27,-65.37,-0.53,-0.62,0.85
0.14330768585205078,95,119,230,120,16,-1,-43,-10,-205,-20.83,26.62,143.36,-30.88,45.90,-105.90,-0.79,-0.57,1.04
0.18014049530029297,86,127,212,142,29,-5,-54,0,-229,-16.68,27.12,147.69,-50.78,71.47,-119.08,-0.44,0.24,1.31
0.21700835227966309,59,111,207,161,40,-17,-90,-21,-235,-13.30,26.70,152.07,-68.66,63.42,-78.00,-0.22,0.41,1.13
0.2538917064666748,89,116,194,176,52,69,-51,-14,-252,-11.22,25.72,156.05,-71.47,41.69,-22.52,-0.10,0.12,0.96
0.29071998596191406,112,115,231,149,26,0,-19,-16,-204,-10.26,23.92,158.91,-56.82,41.69,-7.81,0.11,0.08,0.96
0.3234844207763672,99,2,23,98,1,-88,-37,-167,-138,-9.84,22.20,161.37,-46.63,34.85,20.63,-0.17,0.28,1.10
0.36034512519836426,238,186,78,32,-15,24,148,-264,-65,-10.58,21.14,163.81,-50.54,13.73,68.79,-0.37,0.05,1.06
0.39316797256469727,193,36,77,-27,44,163,88,-121,-66,-11.86,20.32,165.39,-42.30,8.73,40.77,-0.29,-0.31,1.02
0.430011510848999,96,123,100,-138,50,83,-41,-5,-36,-12.57,19.06,165.06,-27.28,11.60,0.67,-0.10,-0.48,0.92
0.46280527114868164,129,59,96,-252,-27,-98,2,-90,-41,-12.68,17.60,164.70,-18.68,17.88,-13.61,-0.05,-0.37,0.99
0.5037393569946289,143,40,47,-294,-85,-114,20,-115,-106,-12.52,16.47,165.92,-24.05,4.94,5.13,-0.06,-0.04,1.09
0.5406076908111572,122,12,48,-318,-53,39,-6,-153,-105,-13.03,16.10,167.57,-39.12,-10.99,35.22,-0.22,-0.10,1.06
0.5816226005554199,149,20,35,-300,-75,126,29,-142,-122,-14.75,16.08,168.20,-43.82,-21.55,46.45,-0.28,-0.45,0.85
0.6184077262878418,100,69,19,-318,-55,165,-35,-76,-144,-16.17,16.38,167.24,-34.79,-12.39,20.75,-0.26,-0.62,0.81
0.6552655696868896,80,134,229,-327,-49,14,-63,8,-206,-16.87,16.37,166.32,-31.98,1.77,5.68,-0.26,-0.63,0.80
0.6921098232269287,77,140,234,-260,-48,2,-66,17,-200,-17.43,16.24,165.55,-40.53,8.61,2.93,-0.27,-0.42,0.84
0.7250287532806396,113,187,31,-98,18,14,-19,79,-127,-18.10,15.98,165.53,-52.00,5.92,11.78,-0.27,-0.36,0.84
0.7618062496185303,118,218,235,56,16,-50,-11,121,-198,-18.54,15.83,166.06,-48.95,4.52,0.43,-0.23,-0.27,0.94
0.8026914596557617,121,102,14,134,21,-164,-8,-33,-151,-18.33,15.49,167.55,-47.73,6.96,-8.97,-0.24,-0.16,0.98
0.839564323425293,7,143,168,108,37,-34,-159,21,-287,-17.81,15.34,169.30,-50.66,8.97,-15.63,-0.23,-0.10,0.97
0.8764188289642334,149,15,43,110,20,-139,29,-149,-112,-17.34,15.06,171.03,-52.19,8.00,-14.47,-0.24,-0.11,0.98
0.913287878036499,105,237,20,94,65,-7,-28,-196,-143,-16.90,14.77,172.45,-53.77,6.16,-14.34,-0.29,-0.14,0.98
0.9462063312530518,109,79,249,51,36,-4,-23,-63,-180,-16.58,14.81,173.55,-56.27,4.39,-9.52,-0.27,-0.13,0.99
0.9831039905548096,118,101,247,38,26,-5,-11,-35,-182,-16.59,14.88,174.47,-60.49,4.03,-6.29,-0.30,-0.24,0.95
1.0157585144042969,126,91,249,39,31,32,-1,-47,-180,-16.73,15.15,174.54,-62.01,5.37,-10.07,-0.31,-0.35,0.85
1.0525684356689453,128,107,245,41,18,29,1,-26,-185,-16.92,15.30,174.63,-68.48,7.02,-8.42,-0.31,-0.36,0.92
1.0854973793029785,112,112,252,34,8,10,-20,-20,-176,-17.06,15.21,174.95,-78.25,7.08,-11.78,-0.27,-0.39,0.98
1.1222481727600098,113,117,247,40,4,19,-18,-13,-183,-17.08,14.96,175.45,-86.30,7.02,-14.83,-0.30,-0.43,1.05
1.159123420715332,112,141,252,50,10,27,-20,18,-176,-17.11,14.98,176.12,-95.21,8.61,-18.68,-0.37,-0.50,1.08
1.1919066905975342,103,133,252,55,6,0,-31,7,-176,-17.11,15.31,177.05,-109.56,7.69,-19.35,-0.50,-0.62,1.15
1.224640130996704,110,114,248,56,10,-4,-22,-17,-181,-16.97,15.72,178.32,-119.08,10.99,-25.15,-0.71,-0.67,1.26
1.2614688873291016,108,97,250,57,10,2,-25,-39,-178,-16.47,16.15,-179.99,-125.37,36.13,-49.07,-0.83,-0.56,1.34
1.2942252159118652,97,127,252,62,5,-13,-39,0,-175,-16.00,15.84,-178.18,-137.33,43.58,-23.19,-0.61,-0.36,1.35
1.3311047554016113,109,132,253,82,10,-14,-24,6,-174,-16.91,15.72,-176.50,-140.87,24.05,46.39,-0.33,-0.15,1.17
1.3638935089111328,123,101,250,91,15,-17,-5,-34,-178,-17.65,15.17,-174.16,-114.69,2.75,20.81,-0.24,0.21,1.00
1.4047861099243164,107,120,245,108,13,-12,-26,-9,-184,-16.67,15.30,-170.84,-64.21,-28.08,-24.84,-0.10,0.58,1.09
1.4416723251342773,119,114,237,125,17,-30,-11,-17,-195,-15.38,14.94,-168.47,-49.13,-32.96,-28.20,0.43,0.85,1.01
1.4785327911376953,97,119,221,145,46,15,-39,-10,-216,-15.87,14.13,-166.96,-15.75,9.89,77.45,0.16,0.90,1.06
1.511336088180542,67,130,212,169,45,-13,-79,3,-229,-17.71,13.66,-166.28,9.40,11.11,101.26,0.04,0.70,0.69
1.5481748580932617,56,104,154,193,45,8,-94,-31,-306,-19.68,13.75,-166.13,53.28,-3.48,96.86,0.00,0.35,0.40
1.5850343704223633,111,156,205,195,50,94,-21,38,-238,-20.31,13.31,-166.86,89.54,12.27,35.40,0.01,0.38,0.27
