4.02631950378418,100.0,117.0,244.0,106.0,13.0,-19.0,-36.0,-12.0,-187.0,-17.54,16.36,161.35,260.93,-54.99,2.81,-0.28,0.32,0.97
4.067181348800659,103.0,119.0,233.0,120.0,13.0,-15.0,-32.0,-10.0,-201.0,-17.92,17.89,157.05,250.73,-68.24,13.06,-0.37,0.01,1.01
4.104021787643433,97.0,121.0,226.0,146.0,21.0,-10.0,-40.0,-7.0,-210.0,-18.9,19.52,152.46,240.91,-74.46,28.63,-0.45,-0.36,1.04
4.136880397796631,80.0,138.0,195.0,177.0,32.0,-6.0,-62.0,14.0,-252.0,-19.74,21.19,148.01,213.68,-46.26,19.41,-0.61,-0.36,0.82
4.173774242401123,31.0,98.0,164.0,190.0,42.0,-23.0,-128.0,-38.0,-293.0,-20.61,22.74,143.37,147.03,-9.34,25.94,-0.6,-0.77,0.53
4.214608669281006,110.0,115.0,214.0,211.0,37.0,97.0,-22.0,-16.0,-226.0,-21.65,22.26,139.61,86.67,8.48,38.57,-0.29,-1.4,0.52
4.247477293014526,117.0,71.0,8.0,136.0,-11.0,-78.0,-13.0,-74.0,-158.0,-22.9,20.57,137.36,4.33,16.85,61.77,-0.16,-1.36,0.68
4.288457870483398,209.0,239.0,23.0,40.0,-106.0,-165.0,109.0,-193.0,-139.0,-23.78,18.45,136.86,-48.28,30.27,34.48,-0.22,-0.77,0.7
4.325206756591797,139.0,19.0,69.0,-26.0,9.0,101.0,16.0,-144.0,-77.0,-22.94,17.92,139.93,-88.5,44.31,2.14,-0.49,-0.41,0.91
4.3580005168914795,146.0,96.0,75.0,-108.0,7.0,23.0,25.0,-41.0,-69.0,-21.09,18.03,143.89,-82.09,63.9,-32.65,-0.72,-0.18,0.91
4.390849590301514,132.0,79.0,126.0,-203.0,-37.0,-93.0,7.0,-63.0,-1.0,-19.08,19.19,146.45,-27.95,44.37,-102.72,-0.63,-0.8,0.87
4.431721448898315,122.0,43.0,89.0,-279.0,-100.0,-99.0,-6.0,-111.0,-50.0,-15.53,21.39,146.94,-6.96,56.46,-172.91,-0.83,-0.62,1.37
4.4686853885650635,159.0,17.0,51.0,-316.0,-73.0,-26.0,43.0,-147.0,-101.0,-10.5,21.94,150.84,-53.77,92.22,-154.66,-0.24,0.59,1.45
4.505491495132446,131.0,4.0,37.0,-301.0,-86.0,101.0,5.0,-163.0,-119.0,-7.1,20.99,155.19,-79.35,82.03,-69.46,-0.29,0.62,1.01
4.542393922805786,108.0,72.0,27.0,-301.0,-65.0,150.0,-24.0,-73.0,-132.0,-5.81,19.75,159.17,-83.07,53.77,-2.26,0.05,0.29,0.72
4.579265832901001,86.0,105.0,6.0,-327.0,-70.0,58.0,-54.0,-29.0,-161.0,-5.35,17.47,161.87,-67.93,46.94,8.48,0.15,-0.06,1.04
4.61618971824646,82.0,79.0,220.0,-300.0,-67.0,0.0,-59.0,-63.0,-218.0,-5.71,15.67,164.13,-51.57,29.54,42.54,-0.17,-0.05,0.88
4.652948379516602,39.0,182.0,248.0,-213.0,4.0,83.0,-117.0,73.0,-180.0,-6.1,14.98,166.41,-49.26,30.76,25.15,-0.3,-0.02,0.94
