0.0008122920989990234,23,-186, 2
0.0017046928405761719,123,85,252,23,8,7,-5,-55,-176,54.01,78.06,-70.81,1999.63,-0.85,-206.36,-3.49,-2.21,7.43
0.0035784244537353516,110,86,254,26,6,17,-22,-55,-173,I2C ERROR CODE : 2
0.00469207763671875,112,99,253,32,-3,12,-19,-37,-174,51.87,71.32,-116.14,1973.88,-53.04,-352.42 : 2
1.6240506172180176,105,93,2116,46,49,73,8,-48,-15,-107,-103,54.01,78.06,-70.81,1999.63,-0.85,-206.36,-3.49,-2.21,7.43
1.6719274520874023,111,29,47,83,16,-50,-21,-130,-107,I2C ERROR CODE : 2
1.6965305805206299,101,14,42,83,13,-27,-34,-150,-113,51.87,71.32,-116.14,1973.88,-53.04,-352.42I2C ERROR CODE : 4
9.473509311676025,99,44,44,47,22,31,-37,-110,-111,203.49,-38.76,88.07,-0.32,0.11,0.38
9.48542308807373,122,100,43,-35,7,4,-6,-36,-111,242.74,-22.89,15.69,-0.21,0.15,0.43
9.502359867095947,112,77,33,-65,-7,-71,-20,-66,-125,261.17,-24.54,18.80,-0.14,0.09,0.54
9.518640756607056,108,25,30,-58,-4,-64,-24,-135,-129,268.98,-18.13,35.77,-0.14,0.02,0.70
9.53067421913147,99,39,25,-56,0,17,-38,-117,-135,275.82,-11.72,20.75,-0.31,-0.06,0.85
9.54711627960205,91,51,31,-78,0,34,-47,-101,-127,290.16,1.16,-28.20,-0.32,-0.12,0.95
9.563575983047485,93,57,31,-99,-15,-13,-45,-93,-128,305.73,5.43,-56.82,-0.39,-0.22,0.96
9.575922966003418,88,43,25,-105,-22,-44,-52,-111,-136,298.83,-9.03,-58.04,-0.46,-0.12,1.16
9.5922372341156,89,40,29,-100,-20,-19,-50,-116,-130,271.36,-44.49,-27.89,-0.84,-0.06,1.38
9.604166030883789,93,52,21,-92,-21,1,-45,-100,-141,213.26,-71.59,2.69,-0.45,-0.94,1.03
9.620970726013184,92,63,19,-85,-22,-7,-46,-85,-144,194.09,-54.93,23.38,-1.05,-1.34,0.61
9.637295961380005,95,61,18,-82,-24,-34,-42,-87,-145,157.10,15.32,-50.35,-0.81,-0.64,0.25
9.649521112442017,98,61,15,-80,-21,-24,-38,-88,-149,89.48,30.94,-81.79,-0.42,0.06,0.09
9.66602087020874,96,68,16,-79,-16,-24,-41,-78,-148,28.38,49.13,-56.82,-0.35,-0.25,0.29
9.682292461395264,96,71,14,-65,-3,-14,-41,-75,-150,-30.64,27.77,-5.80,-0.33,-0.52,0.72
9.694557666778564,94,58,21,-29,14,3,-44,-92,-141,-100.77,32.78,-27.22,0.03,-0.88,1.17
9.711073637008667,103,20,30,12,41,39,-32,-142,-128,-115.42,40.53,131.35,-1.52,-1.85,2.14
9.7274649143219,108,12,27,81,67,69,-25,-152,-133,-71.04,13.37,33.20,-0.51,-0.71,1.49
9.739329814910889,88,113,13,20,8,16,-52,-18,-152,-65.37,44.01,-60.61,-0.06,-0.59,0.69
9.755869150161743,97,80,221,-11,36,-74,-39,-62,-217,-42.30,75.74,-96.68,-0.31,0.02,0.72
9.772408485412598,83,48,11,20,21,-1,-58,-105,-154,-60.61,83.62,-103.70,-0.02,0.52,0.94
9.784540176391602,108,104,12,5,24,31,-25,-31,-152,-72.14,62.81,-57.43,-0.04,0.08,0.93
9.800873756408691,132,114,240,3,21,0,6,-17,-192,-44.13,73.73,-61.28,-0.22,0.02,1.06
9.817660808563232,115,78,239,22,14,18,-15,-65,-193,-13.73,88.13,-92.59,-0.49,0.24,1.34
9.829556465148926,119,96,243,22,8,8,-10,-41,-188,-20.39,69.64,-67.99,-0.32,0.40,1.39
9.846159219741821,109,89,253,28,5,12,-23,-51,-175,-33.57,26.37,29.54,-0.26,0.46,1.24
9.862456798553467,105,98,254,38,4,14,-29,-38,-172,-45.90,2.14,74.65,-0.50,0.18,0.98
9.875061988830566,105,83,11,41,5,13,-30,-58,-154,-37.96,0.12,50.42,-0.43,-0.39,0.81
9.891327619552612,117,86,12,45,-4,5,-13,-54,-153,-27.10,6.96,35.03,-0.38,-0.66,0.79
9.903225898742676,111,71,15,52,-7,0,-21,-75,-149,-16.85,17.21,19.23,-0.22,-0.71,0.85
9.919771194458008,112,84,253,57,-10,7,-19,-57,-174,-14.71,34.79,0.55,-0.21,-0.35,0.94
9.936405181884766,92,80,255,66,-12,4,-46,-62,-171,-22.40,31.19,10.56,-0.23,-0.05,0.99
9.948333501815796,98,96,226,78,-21,0,-38,-41,-210,-27.71,10.74,31.01,-0.17,-0.01,0.97
9.965034484863281,63,104,221,91,-34,-25,-85,-30,-216,-26.25,-1.22,47.00,-0.23,-0.29,0.92
9.981318950653076,67,87,244,119,0,48,-79,-53,-186,-22.03,6.16,37.96,-0.17,-0.55,0.86
9.993366956710815,107,99,0,96,1,24,-26,-37,-168,-17.94,15.32,15.01,-0.23,-0.67,0.92
10.009922742843628,133,60,33,81,11,-71,8,-89,-125,-11.84,26.61,-4.33,-0.30,-0.54,0.89
10.026390790939331,110,9,40,84,11,-86,-22,-157,-115,-12.82,29.79,-12.15,-0.34,-0.34,0.85
10.038885831832886,109,10,51,59,37,30,-23,-156,-101,-18.92,14.77,1.71,-0.31,-0.31,0.98
10.054943799972534,117,73,49,-6,34,68,-13,-72,-104,-24.05,9.52,22.83,-0.25,-0.27,1.01
10.067026853561401,116,75,37,-50,15,23,-14,-69,-119,-25.21,4.70,34.97,-0.22,-0.33,0.89
10.083781719207764,104,66,34,-83,1,-12,-30,-81,-124,-24.54,3.66,30.58,-0.24,-0.44,0.82
10.100109577178955,99,42,22,-78,-3,-11,-37,-113,-139,-20.57,5.00,16.78,-0.19,-0.47,0.84
10.112230777740479,95,39,25,-78,-14,9,-42,-117,-135,-19.10,2.56,11.90,-0.22,-0.48,0.90
10.128730297088623,95,56,26,-84,-16,4,-42,-95,-134,-21.06,5.92,10.62,-0.25,-0.40,0.95
10.145265579223633,100,48,20,-83,-21,-29,-36,-105,-143,-26.00,3.17,18.25,-0.30,-0.30,0.97
10.157502889633179,95,41,28,-90,-23,-15,-42,-114,-132,-27.59,-3.85,25.94,-0.29,-0.35,0.92
10.173926591873169,95,43,20,-79,-16,-4,-42,-112,-143,-25.33,-9.70,24.84,-0.24,-0.44,0.94
10.19031310081482,101,56,22,-80,-16,4,-34,-94,-140,-21.91,-4.88,16.17,-0.21,-0.56,0.95
10.202375650405884,99,62,17,-87,-22,-21,-37,-86,-146,-22.22,1.46,3.17,-0.15,-0.45,0.87
10.218979597091675,102,60,15,-83,-22,-20,-33,-89,-149,-26.73,2.01,7.08,-0.21,-0.39,0.84
10.231168031692505,98,68,18,-84,-23,-22,-38,-78,-145,-27.95,-2.50,10.86,-0.20,-0.39,0.86
10.247558832168579,101,71,12,-77,-19,-27,-35,-74,-152,-27.47,-3.66,11.17,-0.25,-0.39,0.96
10.264018297195435,99,69,12,-67,-13,-32,-36,-77,-153,-30.21,-3.54,4.03,-0.27,-0.35,0.88
10.276067018508911,93,67,19,-50,-2,-30,-45,-79,-144,-28.63,2.08,-1.10,-0.25,-0.37,0.93
10.292651176452637,101,42,27,-26,14,-11,-34,-113,-133,-32.17,2.81,-1.28,-0.23,-0.35,0.90
10.308957815170288,110,19,32,25,39,26,-23,-144,-126,-32.65,1.40,-0.06,-0.23,-0.32,0.96
10.321192979812622,105,35,248,81,81,43,-29,-123,-181,-35.52,2.44,5.98,-0.25,-0.27,0.97
10.337726593017578,107,80,1,-16,50,-19,-26,-62,-168,-37.60,-0.06,1.40,-0.29,-0.22,0.91
10.349737882614136,84,66,0,13,20,3,-56,-81,-170,-32.96,-0.61,2.26,-0.31,-0.19,0.97
10.366356134414673,109,107,18,15,30,11,-24,-26,-145,-34.67,-4.27,-1.77,-0.25,-0.21,0.90
10.382771730422974,118,118,244,23,28,24,-12,-12,-186,-35.10,-2.69,-1.89,-0.22,-0.20,0.98
10.39492917060852,119,114,229,31,16,-13,-10,-17,-207,-35.71,-5.13,0.73,-0.29,-0.17,0.99
10.411322116851807,115,82,255,41,12,1,-16,-60,-171,-36.07,-7.69,4.70,-0.25,-0.21,0.95
10.427717208862305,115,87,253,41,9,8,-16,-52,-174,-36.68,-10.38,4.21,-0.25,-0.18,1.03
10.439960718154907,106,78,0,46,9,13,-28,-65,-168,-35.58,-10.19,2.69,-0.30,-0.20,0.93
10.456318616867065,111,82,6,48,13,28,-21,-60,-161,-34.18,-10.80,-1.34,-0.23,-0.24,0.99
10.468485355377197,120,77,8,49,4,26,-8,-66,-159,-34.55,-12.94,0.73,-0.34,-0.28,0.94
10.4849374294281,120,77,6,53,-9,15,-9,-66,-161,-40.04,-12.27,1.40,-0.34,-0.26,0.95
10.501550912857056,104,89,240,62,-14,22,-31,-50,-191,-42.36,-12.57,1.40,-0.28,-0.32,0.93
10.513606309890747,79,104,246,80,-16,15,-63,-30,-183,-45.10,-13.67,-5.74,-0.24,-0.46,0.94
10.530089139938354,76,129,178,101,-31,-6,-68,2,-275,-50.48,-10.74,-9.77,-0.29,-0.44,0.87
10.54670000076294,57,57,0,117,-15,11,-93,-93,-169,-55.91,-5.55,-12.57,-0.31,-0.54,0.82
10.55866265296936,98,74,3,98,-1,53,-38,-71,-165,-62.13,-5.80,-12.94,-0.43,-0.63,0.76
10.575210332870483,134,87,38,63,1,-32,9,-53,-119,-71.59,-4.46,-16.85,-0.53,-0.78,0.85
10.591741800308228,119,31,38,72,-4,-104,-10,-128,-118,-84.96,-3.66,-14.47,-0.62,-0.88,0.90
